Station,Date,Time,latitude,longitude,PM2.5,PM10,CO,NO,NO2,NH3,O3,SO2
"Adarsh Nagar, Jaipur, India",2022-01-08 00:00:00,20:00:00,26.9006,75.8253,,55.18,0.75,,4.6,3.58,50.78,2.03
"Adarsh Nagar, Jaipur, India",2022-01-08 00:00:00,21:00:00,26.9006,75.8253,,55.0,0.73,,4.1,3.48,51.5,2.0
"Adarsh Nagar, Jaipur, India",2022-01-08 00:00:00,22:00:00,26.9006,75.8253,,50.48,0.69,,3.74,3.51,52.21,1.97
"Adarsh Nagar, Jaipur, India",2022-01-08 00:00:00,23:00:00,26.9006,75.8253,,45.9,0.65,,3.55,3.58,50.78,2.06
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,00:00:00,26.9006,75.8253,,43.78,0.63,,3.6,3.7,48.64,2.26
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,01:00:00,26.9006,75.8253,,45.06,0.65,,4.14,3.99,47.21,2.77
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,02:00:00,26.9006,75.8253,,50.95,0.71,,5.69,4.5,45.06,3.81
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,03:00:00,26.9006,75.8253,,57.29,0.76,,7.01,4.56,45.78,4.59
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,04:00:00,26.9006,75.8253,,58.92,0.73,,6.01,4.05,59.37,5.19
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,05:00:00,26.9006,75.8253,,64.94,0.73,,4.69,4.18,65.09,6.08
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,06:00:00,26.9006,75.8253,,79.87,0.71,,3.42,3.55,78.68,7.99
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,07:00:00,26.9006,75.8253,,47.79,0.53,,1.42,1.96,104.43,6.32
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,08:00:00,26.9006,75.8253,,37.57,0.49,,1.13,2.25,110.15,5.66
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,09:00:00,26.9006,75.8253,,35.64,0.49,,1.21,2.63,111.58,5.72
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,10:00:00,26.9006,75.8253,,41.18,0.54,,2.32,4.75,105.86,6.74
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,11:00:00,26.9006,75.8253,,49.67,0.62,,4.05,7.79,95.84,7.15
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,12:00:00,26.9006,75.8253,,56.26,0.69,,6.28,10.39,83.68,6.91
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,13:00:00,26.9006,75.8253,,61.2,0.75,,7.56,12.41,75.1,6.08
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,14:00:00,26.9006,75.8253,,65.2,0.77,,7.29,13.3,72.96,5.01
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,15:00:00,26.9006,75.8253,,64.55,0.77,,6.19,11.65,74.39,4.05
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,16:00:00,26.9006,75.8253,,58.78,0.74,,5.05,7.98,77.96,3.46
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,17:00:00,26.9006,75.8253,,54.16,0.72,,4.78,5.89,76.53,3.22
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,18:00:00,26.9006,75.8253,,50.77,0.69,,4.6,4.43,74.39,2.74
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,19:00:00,26.9006,75.8253,,50.15,0.65,,4.46,3.61,73.67,2.56
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,20:00:00,26.9006,75.8253,,54.03,0.65,,4.51,3.36,73.67,3.25
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,21:00:00,26.9006,75.8253,,58.64,0.65,,4.24,3.13,75.82,3.99
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,22:00:00,26.9006,75.8253,,63.6,0.65,,4.1,3.07,75.82,4.59
"Adarsh Nagar, Jaipur, India",2022-01-09 00:00:00,23:00:00,26.9006,75.8253,,67.28,0.65,,4.24,3.2,71.53,4.65
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,00:00:00,26.9006,75.8253,,68.19,0.67,,4.64,3.39,65.8,4.53
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,01:00:00,26.9006,75.8253,,67.97,0.7,,5.64,3.86,58.65,4.71
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,02:00:00,26.9006,75.8253,,68.37,0.78,,7.83,4.62,50.07,5.72
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,03:00:00,26.9006,75.8253,,66.4,0.83,,9.65,5.19,44.35,6.5
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,04:00:00,26.9006,75.8253,,60.88,0.83,,8.1,5.95,51.5,7.51
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,05:00:00,26.9006,75.8253,,57.8,0.8,,6.56,7.54,61.51,8.23
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,06:00:00,26.9006,75.8253,,58.2,0.75,,5.51,8.11,76.53,8.58
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,07:00:00,26.9006,75.8253,,36.59,0.55,,2.27,2.66,101.57,9.06
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,08:00:00,26.9006,75.8253,,31.52,0.5,,1.71,2.28,108.72,8.23
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,09:00:00,26.9006,75.8253,,32.61,0.49,,1.75,2.53,113.01,8.46
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,10:00:00,26.9006,75.8253,,49.98,0.73,,6.56,9.88,86.55,10.73
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,11:00:00,26.9006,75.8253,,72.27,1.04,,13.84,18.24,52.93,12.64
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,12:00:00,26.9006,75.8253,,90.01,1.32,,23.67,26.09,21.99,15.26
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,13:00:00,26.9006,75.8253,,104.35,1.51,,29.87,33.94,2.1,18.12
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,14:00:00,26.9006,75.8253,,112.62,1.54,,27.68,32.93,0.73,15.97
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,15:00:00,26.9006,75.8253,,108.99,1.39,,25.5,27.11,3.4,12.4
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,16:00:00,26.9006,75.8253,,89.89,1.08,,19.31,20.52,20.74,8.82
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,17:00:00,26.9006,75.8253,,83.58,0.96,,14.2,16.21,31.47,7.15
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,18:00:00,26.9006,75.8253,,74.32,0.85,,10.84,11.4,37.19,5.07
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,19:00:00,26.9006,75.8253,,71.48,0.83,,10.75,7.6,30.76,3.76
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,20:00:00,26.9006,75.8253,,74.63,0.87,,11.38,7.28,20.38,3.73
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,21:00:00,26.9006,75.8253,,76.55,0.88,,11.29,9.12,16.09,4.23
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,22:00:00,26.9006,75.8253,,77.62,0.88,,11.29,12.54,15.56,5.19
"Adarsh Nagar, Jaipur, India",2022-01-10 00:00:00,23:00:00,26.9006,75.8253,,79.13,0.88,,11.38,15.58,16.99,6.32
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,00:00:00,26.9006,75.8253,,82.14,0.91,,12.2,19.25,17.88,8.11
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,01:00:00,26.9006,75.8253,,90.93,1.0,,14.2,19.51,15.02,9.89
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,02:00:00,26.9006,75.8253,,113.26,1.31,,18.76,13.05,4.87,10.73
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,03:00:00,26.9006,75.8253,,128.65,1.56,,19.85,8.87,5.1,10.25
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,04:00:00,26.9006,75.8253,,79.31,1.0,,12.02,6.08,53.64,8.82
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,05:00:00,26.9006,75.8253,,78.16,0.96,,10.2,9.88,57.22,9.66
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,06:00:00,26.9006,75.8253,,78.68,0.92,,8.92,11.65,66.52,10.37
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,07:00:00,26.9006,75.8253,,31.68,0.53,,2.73,3.32,107.29,7.87
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,08:00:00,26.9006,75.8253,,23.89,0.46,,1.89,2.88,111.58,6.68
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,09:00:00,26.9006,75.8253,,22.75,0.45,,1.93,3.1,114.44,6.91
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,10:00:00,26.9006,75.8253,,29.7,0.54,,4.1,6.4,103.0,8.7
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,11:00:00,26.9006,75.8253,,42.52,0.7,,8.38,11.65,82.25,10.97
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,12:00:00,26.9006,75.8253,,54.24,0.87,,14.2,16.21,61.51,12.87
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,13:00:00,26.9006,75.8253,,63.96,0.99,,18.4,19.51,45.42,13.23
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,14:00:00,26.9006,75.8253,,68.85,0.97,,18.21,20.27,42.2,11.56
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,15:00:00,26.9006,75.8253,,69.99,0.89,,15.85,19.0,46.49,9.06
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,16:00:00,26.9006,75.8253,,68.84,0.85,,12.93,17.23,52.93,7.15
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,17:00:00,26.9006,75.8253,,68.99,0.83,,10.93,13.68,55.07,6.08
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,18:00:00,26.9006,75.8253,,69.11,0.79,,9.01,8.99,60.08,4.83
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,19:00:00,26.9006,75.8253,,72.57,0.76,,7.65,5.7,62.94,3.93
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,20:00:00,26.9006,75.8253,,78.2,0.76,,7.01,4.5,62.23,3.73
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,21:00:00,26.9006,75.8253,,81.37,0.77,,6.47,4.05,60.8,3.49
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,22:00:00,26.9006,75.8253,,81.44,0.76,,6.01,4.02,59.37,3.22
"Adarsh Nagar, Jaipur, India",2022-01-11 00:00:00,23:00:00,26.9006,75.8253,,80.03,0.76,,5.78,4.02,58.65,3.19
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,00:00:00,26.9006,75.8253,,79.75,0.77,,5.92,4.02,59.37,3.49
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,01:00:00,26.9006,75.8253,,84.35,0.82,,6.92,4.24,60.8,4.41
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,02:00:00,26.9006,75.8253,,97.54,0.95,,9.38,4.62,60.8,6.44
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,03:00:00,26.9006,75.8253,,113.86,1.03,,11.56,4.43,61.51,8.82
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,04:00:00,26.9006,75.8253,,129.9,1.05,,11.11,4.81,67.23,11.8
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,05:00:00,26.9006,75.8253,,143.64,1.07,,9.93,6.9,72.24,13.47
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,06:00:00,26.9006,75.8253,,151.14,1.03,,8.38,7.09,87.98,15.02
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,07:00:00,26.9006,75.8253,,90.77,0.67,,2.85,0.56,127.32,17.4
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,08:00:00,26.9006,75.8253,,82.01,0.61,,2.37,0.6,135.9,17.88
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,09:00:00,26.9006,75.8253,,86.1,0.62,,2.69,0.9,140.19,19.79
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,10:00:00,26.9006,75.8253,,117.3,0.99,,10.2,10.64,104.43,20.98
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,11:00:00,26.9006,75.8253,,159.16,1.56,,22.77,22.8,57.94,22.17
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,12:00:00,26.9006,75.8253,,196.63,2.11,,40.07,35.46,19.31,26.7
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,13:00:00,26.9006,75.8253,,232.06,2.59,,50.27,56.24,0.69,37.67
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,14:00:00,26.9006,75.8253,,275.46,3.07,,50.99,80.05,0.0,51.5
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,15:00:00,26.9006,75.8253,,313.71,3.39,,50.99,99.3,0.0,62.94
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,16:00:00,26.9006,75.8253,,340.49,3.63,,50.99,116.53,0.0,70.57
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,17:00:00,26.9006,75.8253,,339.47,3.58,,48.08,125.65,0.0,71.53
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,18:00:00,26.9006,75.8253,,288.05,3.04,,43.35,113.49,0.0,57.7
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,19:00:00,26.9006,75.8253,,223.44,2.32,,38.97,91.2,0.03,39.58
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,20:00:00,26.9006,75.8253,,175.29,1.74,,36.06,77.01,0.65,28.13
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,21:00:00,26.9006,75.8253,,140.63,1.3,,30.6,66.88,8.31,20.98
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,22:00:00,26.9006,75.8253,,118.2,1.0,,21.13,60.29,29.33,16.69
"Adarsh Nagar, Jaipur, India",2022-01-12 00:00:00,23:00:00,26.9006,75.8253,,108.81,0.88,,15.3,53.7,47.92,14.66
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,00:00:00,26.9006,75.8253,,106.68,0.85,,12.93,46.61,57.22,14.31
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,01:00:00,26.9006,75.8253,,112.39,0.93,,13.66,35.46,55.07,13.71
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,02:00:00,26.9006,75.8253,,134.96,1.28,,20.58,20.52,35.05,13.23
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,03:00:00,26.9006,75.8253,,155.61,1.64,,26.59,12.16,16.99,12.52
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,04:00:00,26.9006,75.8253,,124.65,1.34,,16.57,8.87,41.48,12.04
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,05:00:00,26.9006,75.8253,,140.72,1.51,,15.66,14.57,50.07,14.19
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,06:00:00,26.9006,75.8253,,163.12,1.68,,16.39,18.24,66.52,16.69
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,07:00:00,26.9006,75.8253,,72.76,0.64,,5.01,2.75,133.04,21.93
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,08:00:00,26.9006,75.8253,,65.71,0.55,,3.46,2.25,143.05,18.84
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,09:00:00,26.9006,75.8253,,66.38,0.54,,3.05,2.34,147.34,17.88
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,10:00:00,26.9006,75.8253,,91.36,0.89,,10.02,11.53,108.72,18.12
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,11:00:00,26.9006,75.8253,,132.63,1.54,,22.04,22.29,58.65,19.07
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,12:00:00,26.9006,75.8253,,167.79,2.19,,36.43,32.42,16.81,22.41
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,13:00:00,26.9006,75.8253,,195.07,2.67,,40.07,43.57,0.27,27.89
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,14:00:00,26.9006,75.8253,,229.49,3.04,,35.33,46.61,0.0,28.37
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,15:00:00,26.9006,75.8253,,271.06,3.47,,31.69,45.6,0.0,25.03
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,16:00:00,26.9006,75.8253,,293.99,3.63,,28.78,41.54,0.0,21.22
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,17:00:00,26.9006,75.8253,,283.08,3.34,,28.05,35.97,0.0,19.31
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,18:00:00,26.9006,75.8253,,229.22,2.54,,29.14,33.44,0.06,16.69
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,19:00:00,26.9006,75.8253,,169.72,1.74,,30.6,32.17,1.39,13.71
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,20:00:00,26.9006,75.8253,,135.47,1.27,,26.95,28.88,9.92,11.32
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,21:00:00,26.9006,75.8253,,115.71,0.99,,19.85,25.33,23.6,9.42
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,22:00:00,26.9006,75.8253,,104.64,0.85,,15.3,34.96,37.91,10.97
"Adarsh Nagar, Jaipur, India",2022-01-13 00:00:00,23:00:00,26.9006,75.8253,,99.57,0.79,,13.48,50.16,51.5,13.47
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,00:00:00,26.9006,75.8253,,97.64,0.8,,12.93,60.8,60.8,14.9
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,01:00:00,26.9006,75.8253,,102.06,0.91,,14.57,67.89,62.23,17.4
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,02:00:00,26.9006,75.8253,,124.92,1.27,,23.67,76.0,47.92,25.51
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,03:00:00,26.9006,75.8253,,153.57,1.71,,34.24,77.01,27.54,33.38
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,04:00:00,26.9006,75.8253,,147.93,1.68,,24.04,25.84,37.19,19.31
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,05:00:00,26.9006,75.8253,,161.14,1.82,,20.58,21.28,44.7,17.4
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,06:00:00,26.9006,75.8253,,179.7,1.95,,21.13,21.53,59.37,18.84
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,07:00:00,26.9006,75.8253,,82.83,0.73,,7.47,4.31,128.75,28.85
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,08:00:00,26.9006,75.8253,,76.78,0.65,,5.42,3.1,140.19,24.56
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,09:00:00,26.9006,75.8253,,78.21,0.63,,4.96,3.26,147.34,24.32
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,10:00:00,26.9006,75.8253,,95.54,0.88,,10.56,9.5,120.16,24.08
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,11:00:00,26.9006,75.8253,,128.48,1.35,,22.4,19.0,77.25,24.08
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,12:00:00,26.9006,75.8253,,157.55,1.79,,37.52,28.12,40.77,25.03
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,13:00:00,26.9006,75.8253,,183.37,2.14,,47.35,35.97,14.31,26.46
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,14:00:00,26.9006,75.8253,,202.16,2.27,,45.17,36.98,4.78,23.6
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,15:00:00,26.9006,75.8253,,195.65,2.06,,37.16,33.94,4.07,18.36
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,16:00:00,26.9006,75.8253,,175.22,1.74,,30.23,27.87,7.06,13.71
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,17:00:00,26.9006,75.8253,,152.03,1.43,,23.13,17.99,14.66,9.54
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,18:00:00,26.9006,75.8253,,127.84,1.11,,15.12,10.13,27.18,5.66
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,19:00:00,26.9006,75.8253,,117.5,0.95,,9.47,6.33,42.2,3.31
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,20:00:00,26.9006,75.8253,,120.94,0.93,,7.56,5.07,45.42,2.5
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,21:00:00,26.9006,75.8253,,126.79,0.95,,6.47,4.81,47.21,2.35
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,22:00:00,26.9006,75.8253,,132.92,0.95,,5.92,4.75,47.92,2.32
"Adarsh Nagar, Jaipur, India",2022-01-14 00:00:00,23:00:00,26.9006,75.8253,,137.93,0.96,,5.64,4.56,47.92,2.38
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,00:00:00,26.9006,75.8253,,139.73,0.97,,5.78,4.37,47.92,2.62
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,01:00:00,26.9006,75.8253,,139.92,1.0,,6.74,4.62,46.49,3.31
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,02:00:00,26.9006,75.8253,,141.23,1.09,,9.65,5.26,40.05,4.77
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,03:00:00,26.9006,75.8253,,142.86,1.17,,12.57,5.57,32.9,6.02
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,04:00:00,26.9006,75.8253,,145.77,1.26,,11.38,6.08,38.27,7.09
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,05:00:00,26.9006,75.8253,,150.19,1.28,,10.02,8.36,49.35,8.23
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,06:00:00,26.9006,75.8253,,152.19,1.24,,9.11,11.15,70.1,9.06
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,07:00:00,26.9006,75.8253,,97.55,0.72,,3.23,3.2,138.76,13.59
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,08:00:00,26.9006,75.8253,,86.58,0.67,,2.55,3.1,148.77,13.83
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,09:00:00,26.9006,75.8253,,80.77,0.65,,2.34,3.45,150.2,13.47
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,10:00:00,26.9006,75.8253,,95.47,0.89,,7.92,11.65,108.72,12.99
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,11:00:00,26.9006,75.8253,,125.82,1.35,,17.85,22.04,62.94,14.9
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,12:00:00,26.9006,75.8253,,155.12,1.79,,33.15,36.48,27.89,21.7
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,13:00:00,26.9006,75.8253,,183.7,2.16,,44.07,56.24,2.95,30.99
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,14:00:00,26.9006,75.8253,,211.31,2.4,,40.07,72.96,0.03,37.67
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,15:00:00,26.9006,75.8253,,229.4,2.48,,33.88,82.08,0.01,40.53
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,16:00:00,26.9006,75.8253,,224.2,2.27,,26.95,73.97,0.04,34.33
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,17:00:00,26.9006,75.8253,,205.99,1.87,,21.31,45.09,0.28,20.5
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,18:00:00,26.9006,75.8253,,185.9,1.42,,18.03,18.49,3.0,8.82
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,19:00:00,26.9006,75.8253,,178.57,1.11,,13.84,8.04,13.77,4.05
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,20:00:00,26.9006,75.8253,,189.95,1.05,,11.11,7.35,21.28,3.64
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,21:00:00,26.9006,75.8253,,204.84,1.03,,9.29,7.85,28.25,3.99
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,22:00:00,26.9006,75.8253,,215.18,1.03,,8.1,7.66,35.76,4.53
"Adarsh Nagar, Jaipur, India",2022-01-15 00:00:00,23:00:00,26.9006,75.8253,,219.91,1.01,,7.65,5.57,44.7,5.13
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,00:00:00,26.9006,75.8253,,220.53,1.03,,7.74,4.43,55.07,6.26
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,01:00:00,26.9006,75.8253,,220.11,1.05,,8.19,4.18,66.52,8.58
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,02:00:00,26.9006,75.8253,,235.84,1.21,,11.84,4.94,59.37,10.85
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,03:00:00,26.9006,75.8253,,245.9,1.35,,15.48,5.7,54.36,13.71
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,04:00:00,26.9006,75.8253,,243.79,1.39,,15.3,6.08,69.38,18.12
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,05:00:00,26.9006,75.8253,,251.66,1.48,,14.2,8.36,77.25,20.27
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,06:00:00,26.9006,75.8253,,269.92,1.6,,14.02,11.4,97.27,23.37
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,07:00:00,26.9006,75.8253,,154.95,0.89,,8.19,3.36,144.48,34.33
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,08:00:00,26.9006,75.8253,,126.78,0.76,,5.6,2.98,158.79,28.61
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,09:00:00,26.9006,75.8253,,112.95,0.67,,4.24,3.07,161.65,25.27
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,10:00:00,26.9006,75.8253,,113.61,0.79,,7.29,9.5,125.89,18.84
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,11:00:00,26.9006,75.8253,,127.88,1.08,,13.66,17.48,80.11,15.14
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,12:00:00,26.9006,75.8253,,139.08,1.36,,22.22,23.81,41.48,13.95
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,13:00:00,26.9006,75.8253,,144.56,1.48,,26.59,29.13,14.48,13.59
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,14:00:00,26.9006,75.8253,,157.63,1.55,,25.5,25.84,6.88,12.99
"Adarsh Nagar, Jaipur, India",2022-01-16 00:00:00,15:00:00,26.9006,75.8253,,172.91,1.59,,23.67,17.48,9.48,11.8
