date,pm2_5,pm10,co,no,no2,nh3,o3,so2,Station
2022-06-16,40.2025,68.81375,797.4708333333333,1.3445833333333337,31.424166666666665,15.432916666666666,92.715,35.803333333333335,Delhi
2022-06-17,77.38125000000001,111.47083333333336,1485.3483333333334,10.9525,51.67250000000001,18.867916666666662,61.81208333333333,52.3125,Delhi
2022-06-18,36.44,51.255,835.8558333333334,3.5279166666666666,30.866666666666664,10.08375,64.4525,35.55375,Delhi
2022-06-19,37.9075,54.8675,967.7016666666668,3.234166666666667,37.6225,11.901666666666666,39.48458333333333,31.23333333333333,Delhi
2022-06-20,78.68708333333333,108.3975,1423.04125,10.759166666666667,46.0325,17.195416666666667,79.04166666666667,44.53416666666666,Delhi
2022-06-21,162.41458333333333,200.2125,2174.06,11.857083333333334,64.41791666666667,18.81125,110.29375,66.44,Delhi
2022-06-22,145.99916666666667,183.81583333333333,1647.23375,6.435833333333334,55.465,17.533333333333335,127.77208333333334,82.83083333333333,Delhi
2022-06-23,67.24041666666666,103.15583333333332,987.72875,1.3862499999999998,30.0175,18.12375,106.22958333333332,35.375416666666666,Delhi
2022-06-24,119.06375,202.70291666666665,1920.93875,5.922083333333333,53.48708333333334,25.5275,95.15125,49.17291666666667,Delhi
2022-06-25,224.05,304.3025,3194.3325,22.396666666666665,83.43208333333334,34.217083333333335,149.58875,90.38875,Delhi
2022-06-26,38.88791666666666,46.852916666666665,853.935,0.67125,25.36916666666667,13.082916666666668,133.63500000000002,48.99458333333333,Delhi
2022-06-27,55.29916666666667,65.515,990.7883333333332,0.8633333333333334,37.08541666666667,12.93125,131.68208333333334,67.5725,Delhi
2022-06-28,163.30625,232.36,3655.790833333333,45.2925,72.09458333333333,37.08416666666667,27.812083333333334,81.85708333333334,Delhi
2022-06-29,99.15083333333332,183.60416666666663,1652.7975,12.486666666666666,54.87125,20.58458333333333,31.37833333333333,78.06208333333333,Delhi
